Protein,p_val,avg_log2FC,p_val_adj,clone1,clone2
CD62P,NA,1.39651538724823,NA,DNMT3A-NPM1,DNMT3A-only
CD8,0.0246297254702538,1.95157755865715,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
Fc&#949;RI&#945;,0.0630256120412599,-0.97222835562716,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD10,0.146922875684933,0.667151649262578,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD16,0.150029183971245,1.31051083216346,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD45RO,0.225212555438295,-0.729606400017073,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD25,0.234085723095542,-0.919533942970329,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD56,0.275115803448421,0.670512390074586,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD38,0.292618314907491,0.431333702955511,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
IgG1,0.311458119745781,0.508238969347328,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD19,0.331803787895589,0.638648709242445,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD33,0.372279584486389,0.281478151157021,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD90,0.380324818139194,0.582662257669566,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD3,0.480603925897471,0.478156746535269,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD7,0.496760290533315,0.34270870541495,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD49d,0.502373363325973,0.168346487019118,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD45RA,0.504751085102364,0.0674791193440418,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD1c,0.538716220698735,-0.530507111947619,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD304,0.571298787665509,0.209176138792958,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD141,0.586811217160757,0.084433045393407,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
IgG2a,0.638595204226514,-0.284814991967999,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD11c,0.657845342849089,0.0209876857110993,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD13,0.670237400712204,-0.00521345189807843,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
HLA-DR,0.671320882652817,-0.385597575294039,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD71,0.737728532218789,0.0581479424665154,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD123,0.741688729387807,-0.563222914002415,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD62L,0.742707646975565,0.0163215517116218,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD11b,0.760314768319307,-0.0547511394063465,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD30,0.800825341774615,0.0837897045797416,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD34,0.852204682606334,-0.23583209309741,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD69,0.868775319066753,-0.160288692508782,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD64,0.869065207851863,-0.0415555666764647,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD44,0.869563075583984,-0.0942345622273724,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD45,0.878297771294195,-0.298536193670301,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD22,0.935323365006251,-0.119584286864645,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
IgG2b,0.940343590796894,0.1213138245958,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD83,0.948560260193802,0.0228464494221576,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD303,0.968989600192601,-0.0186237677723016,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD4,0.97488376924572,-0.178350428601774,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD117,0.988131208362427,-0.324431389019027,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD138,0.998186402784462,-0.045905726695155,1,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD14,NA,-0.769157359367268,NA,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD163,NA,1.3973631332649,NA,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD2,NA,0.14525528867668,NA,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD5,NA,0.0184089776020286,NA,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD62P,NA,3.07022725029262,NA,DNMT3A-NPM1,DNMT3A-NPM1-FLT3
CD304,0.00362027065722399,-1.29096524278065,0.16291217957508,DNMT3A-NPM1,TET2-NPM1-FLT3
Fc&#949;RI&#945;,0.00594558166341554,-1.14849311108756,0.267551174853699,DNMT3A-NPM1,TET2-NPM1-FLT3
CD22,0.0589823389977328,-0.650885187821508,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD303,0.0800315870984343,-0.873504410923748,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD44,0.084607097303944,-0.680087856949921,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD19,0.0906933137924871,1.41682519460158,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD34,0.107243676689696,1.12616546377565,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD69,0.115345838487016,1.09422402689024,1,DNMT3A-NPM1,TET2-NPM1-FLT3
HLA-DR,0.11699842614328,-0.710011617753876,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD7,0.131661746317961,1.76838536558077,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD117,0.167556020989578,1.51365476395259,1,DNMT3A-NPM1,TET2-NPM1-FLT3
IgG2a,0.197538321693547,1.15276994926523,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD141,0.201268830011117,-0.515293317181163,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD38,0.204662632857774,1.0698979002408,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD14,0.252754091677649,-1.00378550170775,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD64,0.253791167019668,-0.769564111911108,1,DNMT3A-NPM1,TET2-NPM1-FLT3
IgG2b,0.267527581700304,1.02901056834492,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD123,0.277886137443126,1.04700965815607,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD163,0.292504491512276,0.821860094897016,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD83,0.2929848032976,0.777107943488581,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD8,0.304756369450174,0.0251312946280082,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD11b,0.328212734840035,-0.459976280768432,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD30,0.35680948308677,-0.426061931137942,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD11c,0.357280638442635,-0.436021308254763,1,DNMT3A-NPM1,TET2-NPM1-FLT3
IgG1,0.391954186989143,0.822676288368654,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD3,0.416263192698999,1.3263455636327,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD5,0.493017784778349,1.3046089386679,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD45RA,0.543410207752372,0.733558704174162,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD25,0.586339592802124,0.15583434101239,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD62L,0.632267866314407,1.1483700236139,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD90,0.636654716564557,0.458620882889684,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD138,0.659237664882404,0.280263933212573,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD45,0.679529994450419,0.089906873429193,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD1c,0.682458619380062,0.23904865516366,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD33,0.752266781868406,0.213633753111348,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD13,0.779222063489626,0.219644442824365,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD16,0.783109529360903,0.151930365907143,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD49d,0.791120139693889,0.191328006293741,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD71,0.830723085690565,0.362601876186666,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD10,0.860508247328556,0.0504230138867987,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD45RO,0.884727948176545,0.363154880283563,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD4,0.9258203516701,0.214241087594959,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD2,0.968769709034928,0.759965403701637,1,DNMT3A-NPM1,TET2-NPM1-FLT3
CD56,NA,-3.80883859068255,NA,DNMT3A-NPM1,TET2-NPM1-FLT3
CD62P,NA,-1.02285742275333,NA,DNMT3A-NPM1,TET2-NPM1-FLT3
CD11c,1.62447188696625e-06,5.58128364125895,7.31012349134812e-05,DNMT3A-NPM1,IDH-NPM1-FLT3
IgG1,0.00318784858906674,-2.28704869733747,0.143453186508003,DNMT3A-NPM1,IDH-NPM1-FLT3
CD45,0.00831038696584636,2.94152717068906,0.373967413463086,DNMT3A-NPM1,IDH-NPM1-FLT3
CD303,0.0260585200734305,-1.46113575546275,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD163,0.0297783086952898,3.73894020373347,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD33,0.0301754694599416,2.62991015247098,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD11b,0.0407896211677926,2.84005541226849,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD38,0.0548624243954695,2.54969533619156,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD64,0.0634034268623631,3.35497433236495,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD16,0.13175159757427,2.4541103895554,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD49d,0.131790661693051,1.76754886500009,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD13,0.158343416021269,1.3906961480636,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD44,0.161942753625316,1.56237945253872,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD14,0.167559722216097,3.39265192346337,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD71,0.206713447256208,2.00944572655298,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD4,0.225178221670451,1.33383920643072,1,DNMT3A-NPM1,IDH-NPM1-FLT3
IgG2b,0.250665897368689,-0.799773314621425,1,DNMT3A-NPM1,IDH-NPM1-FLT3
Fc&#949;RI&#945;,0.261627890312007,1.03552136099258,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD123,0.280699560412181,1.50541812095216,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD30,0.376784059868104,-0.705636565327457,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD45RA,0.376866886635594,0.997489871368908,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD141,0.390425393581454,0.735148725468227,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD62L,0.474752232592724,1.12981434279298,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD7,0.477531888651669,0.999327825148488,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD69,0.532053615078898,-0.934345636285256,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD1c,0.560082251379402,0.755644531336871,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD19,0.574515200797467,0.8305664777548,1,DNMT3A-NPM1,IDH-NPM1-FLT3
HLA-DR,0.580325553532082,0.840516163110414,1,DNMT3A-NPM1,IDH-NPM1-FLT3
IgG2a,0.591456175148069,-0.287475349931886,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD90,0.628234473697251,0.767291440051319,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD34,0.67719528488087,0.493015097929212,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD304,0.716528883340269,-0.174384199600924,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD138,0.716694110747335,-0.140691626402056,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD117,0.728839021069275,0.499785183087813,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD8,0.772435209614375,-0.398698913451793,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD45RO,0.798730988073884,-0.00646214685088164,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD25,0.815830857134288,0.3424357118658,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD83,0.845437231286745,0.0605545287623777,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD10,0.852215910341287,0.173222586958219,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD56,0.89779112353394,0.418936663646172,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD22,0.921327409157799,0.148353253063516,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD3,0.979293336174373,0.184950434575228,1,DNMT3A-NPM1,IDH-NPM1-FLT3
CD2,NA,-0.881838239234249,NA,DNMT3A-NPM1,IDH-NPM1-FLT3
CD5,NA,-1.10571478015952,NA,DNMT3A-NPM1,IDH-NPM1-FLT3
CD62P,NA,-5.09812381176046,NA,DNMT3A-NPM1,IDH-NPM1-FLT3
CD45RA,0.0364344490904266,1.35828792798539,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD13,0.0612072066540663,0.822110604727048,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD123,0.0815804366593833,1.14458192773641,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD34,0.1012122829589,0.511797791346448,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD25,0.108223870791019,0.690373289749568,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD14,0.164256367926711,1.97388633913777,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD45,0.167025236400182,0.466197453171681,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
IgG1,0.179557079322911,-1.13666962382222,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD19,0.192181921388622,0.845799957853049,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD44,0.202669926673265,0.328286378979554,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD56,0.203511958439444,-1.21163012633605,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD71,0.212060958934,0.946817301556024,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD303,0.215190261789452,-1.0840307962934,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD69,0.290582425081846,0.621921937554006,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
Fc&#949;RI&#945;,0.300117830075501,0.140196067041845,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD1c,0.315082950096911,0.333096129421175,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD33,0.368028474049223,-0.020955890121197,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD22,0.494626283745509,-0.141915042618964,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD141,0.538696188208601,-0.137962268090545,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD7,0.56200988417845,0.289657336529741,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD11c,0.591857243674535,-0.293674553282505,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD11b,0.594396893373211,-0.197166021974822,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD138,0.615708438961879,0.00700853079778163,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD49d,0.622482568661477,-0.256797429877304,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD304,0.634441326764435,-0.208440195386282,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD90,0.637176610634502,-0.0388937041830246,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD45RO,0.643595862294943,-0.127673225644683,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
IgG2b,0.75253384081896,-0.530535307583615,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD62L,0.766062333024162,-0.793195619760265,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD30,0.773552233705334,-0.245879248154226,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD10,0.786880908088624,-0.397271783357488,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
IgG2a,0.9069886845439,-0.367744925443773,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD4,0.947401694022824,-0.532628993606441,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD83,0.957870333968513,-0.320984174918392,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD3,0.962295364255818,-0.292057072154571,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD64,0.968116128721517,-0.830281914278911,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD16,0.96820867760786,-0.28106981532078,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
HLA-DR,0.978647686656947,-0.515981489169867,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD8,0.982628288425188,-0.40689580429864,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD117,0.997108205500171,-0.454790887103497,1,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD163,NA,1.93526086010811,NA,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD2,NA,-0.745004566533965,NA,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD38,NA,-0.233367460036934,NA,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD5,NA,-0.932397055688409,NA,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD62P,NA,-1.5783561030538,NA,DNMT3A-NPM1,DNMT3A-IDH-NPM1-MAPK
CD30,0.0245501097886426,-2.35538483508799,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD45RA,0.0455373820102239,1.82171587478439,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD13,0.0609783905563654,1.33127811009474,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD25,0.0683609340421974,1.21963562918178,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD62L,0.0739387074980238,-1.87812036408804,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD1c,0.0919213193022173,1.12369159816227,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD4,0.101412247580318,-1.21908909513069,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD19,0.167738407925989,1.25300249369084,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD123,0.176952390204997,1.23220945011137,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD303,0.189640229484199,-0.754301630792421,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD34,0.191625627973136,0.659923728638245,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD45RO,0.198643317431568,-0.71696806705436,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD14,0.218064338735766,2.45694833439314,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD56,0.218157279709213,-0.995678483436679,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
IgG1,0.222160310604929,-0.634854527923027,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD71,0.251837911480635,1.27351403693128,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD138,0.291987175324242,0.742375699383501,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD33,0.337332943373075,0.237961443007378,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD69,0.387436105916462,0.968972521609141,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD44,0.410947944012294,0.408027898092314,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
Fc&#949;RI&#945;,0.426891810436563,0.342786112476253,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD141,0.440136378573297,0.348472137630164,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD11b,0.46545188850797,0.32361554541364,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD22,0.539164438498405,0.125529364501868,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD90,0.547872202385921,0.388166945080197,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD304,0.565489714550168,0.118886688031879,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD45,0.586330970549693,0.361965331654213,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
IgG2a,0.64259398490658,0.106371687920523,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD16,0.657581406275188,-0.135216408197753,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD11c,0.659922727298301,-0.0447658376811102,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
IgG2b,0.67490874738225,-0.246351197520445,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD83,0.724255940489826,0.186767688850459,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD49d,0.75546682958259,0.00120573683457792,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD10,0.773478136395059,-0.0656121550187825,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD117,0.801257491774589,-0.217527815473588,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD7,0.87821767969688,0.0995691974096724,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD8,0.915238691889953,0.0932616828195831,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
HLA-DR,0.927091240302095,-0.238559589897922,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD64,0.993029255031989,-0.53026974999934,1,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD163,NA,2.26914265895632,NA,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD2,NA,-2.22640287689428,NA,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD3,NA,-2.46873898459402,NA,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD38,NA,0.115007095058736,NA,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD5,NA,-3.19393787452308,NA,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD62P,NA,-1.14319346973808,NA,DNMT3A-NPM1,DNMT3A-NPM1-MAPK
CD8,0.000117804241680826,3.04397816713658,0.00530119087563719,DNMT3A-only,DNMT3A-NPM1-FLT3
CD2,0.00671645572041744,2.30754917199024,0.302240507418785,DNMT3A-only,DNMT3A-NPM1-FLT3
CD3,0.00929785774337086,2.47817753179141,0.418403598451689,DNMT3A-only,DNMT3A-NPM1-FLT3
CD16,0.00958563598922464,2.52238250460267,0.431353619515109,DNMT3A-only,DNMT3A-NPM1-FLT3
Fc&#949;RI&#945;,0.0208893069233858,-1.45581831325848,0.94001881155236,DNMT3A-only,DNMT3A-NPM1-FLT3
CD7,0.0352852115559059,1.42798376851825,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD5,0.0478824120703322,1.67292735395021,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD19,0.0778335452730975,1.32789384936998,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD163,0.122531845127772,1.22524105483836,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD10,0.135223625349081,0.752415055849938,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD56,0.182385426210426,0.573310651787892,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD25,0.192187133481892,-1.25012361587382,1,DNMT3A-only,DNMT3A-NPM1-FLT3
IgG1,0.271078486838356,0.354689318801061,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD45RA,0.342818047408954,0.465548035270428,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD123,0.398616578311801,-1.24484545424456,1,DNMT3A-only,DNMT3A-NPM1-FLT3
IgG2b,0.416972785450127,-0.64213069341796,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD38,0.444648866621213,0.0699309418496572,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD304,0.44594482957872,-0.622243976807003,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD22,0.45904160959955,0.246760864603412,1,DNMT3A-only,DNMT3A-NPM1-FLT3
HLA-DR,0.49393718243246,-0.932591918026551,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD1c,0.526186938760542,-0.578108277980134,1,DNMT3A-only,DNMT3A-NPM1-FLT3
IgG2a,0.527835190372695,-0.610988324551719,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD4,0.544155464821669,0.105478322241609,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD62L,0.5470674472916,0.291221390230421,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD49d,0.566279487215918,-0.0780579015623761,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD138,0.587331907677698,-0.575803513348244,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD117,0.652549497225577,-0.0558812345193136,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD71,0.657392369254072,-0.0196218507160104,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD44,0.661854280828632,-0.144259893804502,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD141,0.708551876938618,-0.18831880882065,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD11c,0.775780385318685,-0.278191789991102,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD33,0.776053452609356,-0.233348231212825,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD34,0.784400977303615,-0.535634860510662,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD11b,0.792515400276351,-0.12780408898368,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD83,0.79600519721346,-0.412974073210967,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD69,0.810717951334848,-0.22559082424597,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD45RO,0.83590434145994,-0.40358895748408,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD30,0.83937684470055,-0.375659195244584,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD90,0.883228139183982,-0.198296990640836,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD64,0.88743858782301,-0.28862082744419,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD14,0.911420923967266,-0.660722365567704,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD13,0.921337275316637,-0.310642451806604,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD303,0.986511186460572,-0.23418450481563,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD45,0.993414236720716,-0.370110773528316,1,DNMT3A-only,DNMT3A-NPM1-FLT3
CD62P,NA,1.67371186304439,NA,DNMT3A-only,DNMT3A-NPM1-FLT3
CD304,0.000353323672031423,-2.12238535838061,0.015899565241414,DNMT3A-only,TET2-NPM1-FLT3
