Protein,p_val,avg_log2FC,p_val_adj,clone1,clone2
CD44,0.0352971850306855,0.348029937679479,1,IDH-NPM1-MAPK,TET2-only
CD19,0.0443149712162855,-1.55934916578823,1,IDH-NPM1-MAPK,TET2-only
CD4,0.0691563327310811,-0.107425966838749,1,IDH-NPM1-MAPK,TET2-only
CD49d,0.0848076426746674,0.257933633592598,1,IDH-NPM1-MAPK,TET2-only
CD1c,0.0976455580008205,-0.675849901513808,1,IDH-NPM1-MAPK,TET2-only
CD69,0.122774318959302,-0.68730758835158,1,IDH-NPM1-MAPK,TET2-only
IgG1,0.132458842136581,0.877662336249248,1,IDH-NPM1-MAPK,TET2-only
HLA-DR,0.135236857530664,-0.588910111605127,1,IDH-NPM1-MAPK,TET2-only
CD45RO,0.137452400113969,-0.444452498764157,1,IDH-NPM1-MAPK,TET2-only
CD90,0.147731432674349,-0.681816733880046,1,IDH-NPM1-MAPK,TET2-only
CD45,0.155645080943553,-0.847262981529247,1,IDH-NPM1-MAPK,TET2-only
CD71,0.196200401967658,0.497802418192913,1,IDH-NPM1-MAPK,TET2-only
CD11b,0.199038720054765,-0.391644980858043,1,IDH-NPM1-MAPK,TET2-only
CD22,0.220884428241137,-0.145878788631885,1,IDH-NPM1-MAPK,TET2-only
IgG2b,0.231817262370952,0.660675124632117,1,IDH-NPM1-MAPK,TET2-only
CD138,0.23483319844192,0.355828938894974,1,IDH-NPM1-MAPK,TET2-only
IgG2a,0.235871996132255,0.597228035492384,1,IDH-NPM1-MAPK,TET2-only
CD11c,0.328124107452183,0.308150786337285,1,IDH-NPM1-MAPK,TET2-only
Fc&#949;RI&#945;,0.328295841088405,0.34484192181919,1,IDH-NPM1-MAPK,TET2-only
CD62L,0.363242263739409,0.768195910388504,1,IDH-NPM1-MAPK,TET2-only
CD141,0.388913647173013,0.0390771884390126,1,IDH-NPM1-MAPK,TET2-only
CD25,0.390906891666366,-0.35857549678207,1,IDH-NPM1-MAPK,TET2-only
CD123,0.422211652994736,0.425851530221954,1,IDH-NPM1-MAPK,TET2-only
CD13,0.509030669361276,-0.222303336627607,1,IDH-NPM1-MAPK,TET2-only
CD10,0.518283164570356,-0.238812589205863,1,IDH-NPM1-MAPK,TET2-only
CD304,0.58255812555074,-0.0123578778688449,1,IDH-NPM1-MAPK,TET2-only
CD64,0.643708849765239,0.241370577821702,1,IDH-NPM1-MAPK,TET2-only
CD83,0.751265315006134,0.123381874005221,1,IDH-NPM1-MAPK,TET2-only
CD30,0.855636271888474,-0.033530686156948,1,IDH-NPM1-MAPK,TET2-only
CD303,0.883471134855252,0.173358693331853,1,IDH-NPM1-MAPK,TET2-only
CD45RA,0.903957439302241,-0.627714139395949,1,IDH-NPM1-MAPK,TET2-only
CD62P,NA,-0.290553624176447,NA,IDH-NPM1-MAPK,TET2-only
CD34,NA,1.10616029946369,NA,IDH-NPM1-MAPK,TET2-only
CD56,NA,-2.74024414708407,NA,IDH-NPM1-MAPK,TET2-only
CD90,3.41651238170101e-06,-3.95343527644309,0.000153743057176545,IDH-NPM1-MAPK,NPM1-FLT3
CD117,0.00024000926702791,1.71303918118967,0.010800417016256,IDH-NPM1-MAPK,NPM1-FLT3
CD163,0.000366675441705006,-1.15913233034681,0.0165003948767253,IDH-NPM1-MAPK,NPM1-FLT3
CD56,0.00043747568959322,-2.58817477954324,0.0196864060316949,IDH-NPM1-MAPK,NPM1-FLT3
CD14,0.000444988322870017,-3.2497284125504,0.0200244745291508,IDH-NPM1-MAPK,NPM1-FLT3
CD71,0.00155732044058872,1.44380560335745,0.0700794198264922,IDH-NPM1-MAPK,NPM1-FLT3
CD62L,0.0108894578666938,1.70566407735396,0.490025604001222,IDH-NPM1-MAPK,NPM1-FLT3
CD38,0.0141290249060067,0.354749425596511,0.635806120770303,IDH-NPM1-MAPK,NPM1-FLT3
CD4,0.0215896681836221,0.299387671253217,0.971535068262993,IDH-NPM1-MAPK,NPM1-FLT3
CD33,0.0232071928475323,0.593081333489946,1,IDH-NPM1-MAPK,NPM1-FLT3
CD141,0.0334397647213112,0.696668011484405,1,IDH-NPM1-MAPK,NPM1-FLT3
CD49d,0.0848205126615191,0.323831943044754,1,IDH-NPM1-MAPK,NPM1-FLT3
CD44,0.16851071051359,0.140892193550803,1,IDH-NPM1-MAPK,NPM1-FLT3
CD69,0.177779235535689,-1.28383654489261,1,IDH-NPM1-MAPK,NPM1-FLT3
CD45RO,0.200255528701433,-0.875134187032719,1,IDH-NPM1-MAPK,NPM1-FLT3
Fc&#949;RI&#945;,0.263821382028991,0.651992120226615,1,IDH-NPM1-MAPK,NPM1-FLT3
CD11b,0.37155205108721,-0.627541609147433,1,IDH-NPM1-MAPK,NPM1-FLT3
IgG2b,0.375411689817292,-0.600769767856754,1,IDH-NPM1-MAPK,NPM1-FLT3
HLA-DR,0.384294781556172,-0.496968015666759,1,IDH-NPM1-MAPK,NPM1-FLT3
CD83,0.425682329171065,0.270934952810714,1,IDH-NPM1-MAPK,NPM1-FLT3
CD22,0.456815419825345,-0.162597180272718,1,IDH-NPM1-MAPK,NPM1-FLT3
CD30,0.47840914179943,0.246245085670746,1,IDH-NPM1-MAPK,NPM1-FLT3
CD62P,0.524811416428182,-1.18665225413284,1,IDH-NPM1-MAPK,NPM1-FLT3
CD10,0.539333274549785,0.310948711938991,1,IDH-NPM1-MAPK,NPM1-FLT3
CD2,0.551454054013867,0.0213138362320313,1,IDH-NPM1-MAPK,NPM1-FLT3
CD3,0.571767582973588,0.299579882018944,1,IDH-NPM1-MAPK,NPM1-FLT3
IgG2a,0.644804527405913,0.372811212381872,1,IDH-NPM1-MAPK,NPM1-FLT3
CD1c,0.658689933651337,0.290348613735087,1,IDH-NPM1-MAPK,NPM1-FLT3
CD138,0.677278994703348,-0.00618629413977789,1,IDH-NPM1-MAPK,NPM1-FLT3
CD11c,0.726118360682056,-0.0780016952919951,1,IDH-NPM1-MAPK,NPM1-FLT3
CD303,0.739332456371878,-0.215905466344304,1,IDH-NPM1-MAPK,NPM1-FLT3
CD19,0.754006029855317,0.0358559863979107,1,IDH-NPM1-MAPK,NPM1-FLT3
CD16,0.790240153839637,0.0226555767192149,1,IDH-NPM1-MAPK,NPM1-FLT3
CD45,0.793706219848354,-0.596007274043742,1,IDH-NPM1-MAPK,NPM1-FLT3
CD13,0.828299846859115,-0.102531080533658,1,IDH-NPM1-MAPK,NPM1-FLT3
IgG1,0.893044829961748,-0.183823609905849,1,IDH-NPM1-MAPK,NPM1-FLT3
CD8,0.911848687457583,0.410590824157273,1,IDH-NPM1-MAPK,NPM1-FLT3
CD7,0.93902915611412,-0.0233086134002356,1,IDH-NPM1-MAPK,NPM1-FLT3
CD45RA,0.942145184662479,-0.527437524329269,1,IDH-NPM1-MAPK,NPM1-FLT3
CD64,0.949214404345178,-0.0678688746536436,1,IDH-NPM1-MAPK,NPM1-FLT3
CD5,0.957239474185795,0.367457859167854,1,IDH-NPM1-MAPK,NPM1-FLT3
CD304,0.962531151234323,-0.137861660534464,1,IDH-NPM1-MAPK,NPM1-FLT3
CD123,NA,-1.16520772656592,NA,IDH-NPM1-MAPK,NPM1-FLT3
CD34,NA,1.60769604814832,NA,IDH-NPM1-MAPK,NPM1-FLT3
CD25,NA,-2.02050168196485,NA,IDH-NPM1-MAPK,NPM1-FLT3
CD13,0.00660068658584668,-0.806059028922675,0.2970308963631,IDH-NPM1-MAPK,DNMT3A-IDH
CD69,0.0103739308973215,-1.51219543655747,0.466826890379467,IDH-NPM1-MAPK,DNMT3A-IDH
CD7,0.0150015759141981,-1.46999758272669,0.675070916138916,IDH-NPM1-MAPK,DNMT3A-IDH
CD25,0.0539548733218051,-0.686821911768343,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD123,0.0661509363631069,-0.908366734907421,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD62L,0.0854678774987015,0.884443972425515,1,IDH-NPM1-MAPK,DNMT3A-IDH
Fc&#949;RI&#945;,0.0966534981870258,0.969060737289047,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD45RO,0.100452650699713,0.874315301661929,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD141,0.15461911456416,1.02456278542851,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD11c,0.18983197657464,-0.434784009150249,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD1c,0.210814800176094,0.569338850326469,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD117,0.254888962707264,0.382267618518423,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD64,0.267041155020146,-0.360169700716031,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD45RA,0.273507602524608,-1.10363504208074,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD3,0.327164687775791,-0.931613727099546,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD90,0.35364947142559,0.616559375648052,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD71,0.356798515915113,0.80150732849771,1,IDH-NPM1-MAPK,DNMT3A-IDH
IgG2a,0.364700202964666,0.740650850073451,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD11b,0.366326310286343,0.110685580275608,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD2,0.422724278814939,0.226406568048255,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD303,0.428197262800683,0.28240202879599,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD5,0.459992339327923,-1.0477351058559,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD10,0.481391578515028,0.335064927236198,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD56,0.514468570005496,-0.518352331183685,1,IDH-NPM1-MAPK,DNMT3A-IDH
IgG2b,0.519748528875759,0.29802443512735,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD44,0.521077518818364,0.313728897100281,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD19,0.549472731922042,0.620293228601064,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD16,0.549495392160381,-0.315713452773234,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD38,0.6335063765971,-0.93890212120972,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD304,0.729458277723828,0.188985733384373,1,IDH-NPM1-MAPK,DNMT3A-IDH
HLA-DR,0.78265280768918,0.37456742413964,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD83,0.7916314779576,-0.065419299454426,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD14,0.795161269092016,0.0300471447402737,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD22,0.805266038394155,0.328549975535088,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD49d,0.812545372504285,-0.0873409993499514,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD30,0.824168524502724,0.0530407745838009,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD45,0.851551507339667,-0.191692178994031,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD33,0.852001949811744,-0.0908183886921723,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD138,0.929878861224267,0.191171812198943,1,IDH-NPM1-MAPK,DNMT3A-IDH
IgG1,0.979336345569931,0.112955963420077,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD62P,0.98271568525778,-0.00221950548379546,1,IDH-NPM1-MAPK,DNMT3A-IDH
CD163,NA,-1.25127049582547,NA,IDH-NPM1-MAPK,DNMT3A-IDH
CD34,NA,1.65936896727414,NA,IDH-NPM1-MAPK,DNMT3A-IDH
CD4,NA,-0.0167820867488384,NA,IDH-NPM1-MAPK,DNMT3A-IDH
CD8,NA,1.01252085137805,NA,IDH-NPM1-MAPK,DNMT3A-IDH
CD13,0.00544049958396873,-0.956779231373177,0.244822481278593,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD69,0.0173774126631171,-1.54117530151174,0.78198356984027,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD62L,0.0256414761003112,1.2188668949621,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD4,0.0629046926073785,0.349590426507986,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
Fc&#949;RI&#945;,0.0710807686016712,1.09169009732425,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD123,0.0933303130671094,-0.880810979473999,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD7,0.142012897001228,-1.05394963328048,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD141,0.152668810457221,0.895003439337057,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD1c,0.160618555583041,0.662733604960018,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD90,0.168570392831768,0.902846682841866,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD117,0.205154576518386,0.555413601104055,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD11c,0.252553619426693,-0.438042838447501,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD11b,0.265450207343824,-0.28247917083183,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD64,0.310140796691023,-0.472850847926478,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD71,0.335350856874736,0.809942521110383,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD45RA,0.356191530082209,-0.933720303688125,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD44,0.421480902534046,0.324463693173293,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD16,0.423664116020533,-0.733884054537735,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD303,0.432744947613986,0.185746580099221,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD3,0.472042596414797,-0.628364007604978,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD22,0.520009531442761,0.637650757928976,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD45RO,0.552618733351123,0.207076965398405,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD10,0.565151244768308,0.278712171549613,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
IgG2a,0.602693455815764,0.417768742741089,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
IgG2b,0.606789601424008,0.21768044612141,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD38,0.648889662429635,-1.07695231035108,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD304,0.66845423757441,0.0549545912901301,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD2,0.716787842970818,-0.218844505264245,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD5,0.723182620453142,-0.556128175921718,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
HLA-DR,0.778342769796505,0.0929887991868492,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD14,0.794849610054044,0.0310872629949257,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD56,0.809609913049035,0.232868836163099,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD30,0.810220422473865,0.30556145495399,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD49d,0.846345995379352,-0.295111081303924,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD33,0.854201748940164,-0.279509157471919,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD45,0.879325334556064,-0.2793214289326,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD83,0.924479381585257,0.0290398167307728,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD62P,0.939356626646934,-0.196891581126993,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD138,0.9944414089829,0.125123346163633,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
IgG1,0.998359758589798,-0.0481161384120403,1,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD163,NA,-1.04745114654415,NA,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD19,NA,-0.0955837316959958,NA,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD25,NA,-0.264476473045735,NA,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD34,NA,2.06496770814368,NA,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD8,NA,0.194995013877461,NA,IDH-NPM1-MAPK,DNMT3A-IDH-NPM1
CD14,0.000738561472306392,-3.06413510157366,0.0332352662537876,IDH-NPM1-MAPK,DNMT3A-NPM1
CD13,0.00226739993458262,-1.15538801065606,0.102032997056218,IDH-NPM1-MAPK,DNMT3A-NPM1
CD117,0.00397398500110081,1.22389355594021,0.178829325049536,IDH-NPM1-MAPK,DNMT3A-NPM1
CD141,0.00823482577642394,0.874385644957265,0.370567159939077,IDH-NPM1-MAPK,DNMT3A-NPM1
CD62L,0.0332096718611594,1.20784307127472,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD69,0.0488210017847874,-1.3373003096832,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD25,0.050263251269384,-0.79395833247163,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD71,0.057154606989214,0.599289415282156,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD16,0.0930621550732093,-1.15332810261183,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD123,0.105254822766176,-1.16801732155447,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD11b,0.112887063881385,-0.353246279139569,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD2,0.176656275141826,0.763216416557453,1,IDH-NPM1-MAPK,DNMT3A-NPM1
Fc&#949;RI&#945;,0.215725205972468,0.495035493651764,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD33,0.243998813536373,0.106933028657892,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD7,0.244063855241156,-0.91358593584119,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD303,0.246705838922367,0.420275924492405,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD44,0.270019493179509,0.0157983081900781,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD83,0.27677119421628,-0.404241292333229,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD49d,0.304059865687515,0.0112345101004969,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD138,0.320357152514703,-0.41446893931914,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD1c,0.327028395987194,-0.382784357892262,1,IDH-NPM1-MAPK,DNMT3A-NPM1
HLA-DR,0.350250810699438,-0.245857118102196,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD3,0.399734736698469,-0.22350773865823,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD64,0.425643804735673,-0.198321123494882,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD45,0.42669840350743,-0.755526795598613,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD22,0.464078393796638,0.086170842724969,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD45RO,0.578402913898473,-0.121831945229075,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD10,0.589546831633929,0.0780562583431808,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD11c,0.592399854939752,-0.210099499628147,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD38,0.652592247710189,-0.428310288849058,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD45RA,0.666364068537562,-0.873343883560151,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD56,0.67842687892739,0.459303767276126,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD5,0.759929907337078,0.484350463260132,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD62P,0.788582518019469,0.301111782165135,1,IDH-NPM1-MAPK,DNMT3A-NPM1
IgG2a,0.806793909489457,0.25396796416906,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD30,0.823109384892918,-0.0752172380608886,1,IDH-NPM1-MAPK,DNMT3A-NPM1
IgG1,0.82600209678456,0.195903105628646,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD19,0.869760189681897,-0.469309826550743,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD90,0.87988256909335,0.0826683039990908,1,IDH-NPM1-MAPK,DNMT3A-NPM1
IgG2b,0.89388469621268,-0.0221868834683088,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD304,0.953651776628133,-0.142681298497233,1,IDH-NPM1-MAPK,DNMT3A-NPM1
CD163,NA,-2.24297035426079,NA,IDH-NPM1-MAPK,DNMT3A-NPM1
CD34,NA,1.06501703525781,NA,IDH-NPM1-MAPK,DNMT3A-NPM1
CD4,NA,0.374738903016282,NA,IDH-NPM1-MAPK,DNMT3A-NPM1
CD8,NA,0.688196666137403,NA,IDH-NPM1-MAPK,DNMT3A-NPM1
CD14,0.000287923717238063,-3.17257009537322,0.0129565672757128,IDH-NPM1-MAPK,DNMT3A-only
CD163,0.00133785415270388,-2.07084827583424,0.0602034368716744,IDH-NPM1-MAPK,DNMT3A-only
CD3,0.00142962626569272,-2.22352852391437,0.0643331819561724,IDH-NPM1-MAPK,DNMT3A-only
CD7,0.00425178409879176,-1.99886099894448,0.191330284445629,IDH-NPM1-MAPK,DNMT3A-only
CD141,0.00430685983766693,1.14713749917132,0.193808692695012,IDH-NPM1-MAPK,DNMT3A-only
CD16,0.00506787471609234,-2.36519977505103,0.228054362224155,IDH-NPM1-MAPK,DNMT3A-only
CD117,0.0171138747813242,0.955343401440494,0.77012436515959,IDH-NPM1-MAPK,DNMT3A-only
CD13,0.022179737673263,-0.849959010747531,0.998088195296834,IDH-NPM1-MAPK,DNMT3A-only
CD304,0.0317163501317835,0.688738817102728,1,IDH-NPM1-MAPK,DNMT3A-only
Fc&#949;RI&#945;,0.0437240776430076,0.978625451283089,1,IDH-NPM1-MAPK,DNMT3A-only
CD33,0.0711049409717149,0.621759411027738,1,IDH-NPM1-MAPK,DNMT3A-only
CD69,0.0720131474550188,-1.27199817794601,1,IDH-NPM1-MAPK,DNMT3A-only
CD2,0.0775389842032159,-1.39907746675611,1,IDH-NPM1-MAPK,DNMT3A-only
CD62P,0.078036831872568,1.69762716941337,1,IDH-NPM1-MAPK,DNMT3A-only
CD71,0.0785663383958147,0.677059208464682,1,IDH-NPM1-MAPK,DNMT3A-only
CD90,0.0789234046314668,0.863627552309493,1,IDH-NPM1-MAPK,DNMT3A-only
CD5,0.0826788310265546,-1.17016791308805,1,IDH-NPM1-MAPK,DNMT3A-only
CD25,0.10909023874109,-0.463368659568141,1,IDH-NPM1-MAPK,DNMT3A-only
CD49d,0.11261630512673,0.257638898681991,1,IDH-NPM1-MAPK,DNMT3A-only
CD62L,0.115522406915614,0.932943232755916,1,IDH-NPM1-MAPK,DNMT3A-only
CD303,0.164910370054868,0.635836661535734,1,IDH-NPM1-MAPK,DNMT3A-only
IgG2b,0.168137691350654,0.741257634545452,1,IDH-NPM1-MAPK,DNMT3A-only
CD22,0.188541643815788,-0.280174308743088,1,IDH-NPM1-MAPK,DNMT3A-only
CD45RO,0.201113544108806,-0.447849387762068,1,IDH-NPM1-MAPK,DNMT3A-only
CD19,0.236835440897968,-1.15855496667828,1,IDH-NPM1-MAPK,DNMT3A-only
CD38,0.246378426679761,-0.0669075277432043,1,IDH-NPM1-MAPK,DNMT3A-only
CD44,0.261720193428015,0.0658236397672081,1,IDH-NPM1-MAPK,DNMT3A-only
CD11b,0.263615035710532,-0.280193329562235,1,IDH-NPM1-MAPK,DNMT3A-only
CD30,0.352619569463474,0.384231661763437,1,IDH-NPM1-MAPK,DNMT3A-only
IgG2a,0.405618613138946,0.580141296752779,1,IDH-NPM1-MAPK,DNMT3A-only
CD1c,0.418502692982493,-0.335183191859747,1,IDH-NPM1-MAPK,DNMT3A-only
CD45RA,0.468530222582996,-1.27141279948654,1,IDH-NPM1-MAPK,DNMT3A-only
CD123,0.469170628312412,-0.486394781312322,1,IDH-NPM1-MAPK,DNMT3A-only
CD45,0.518697763057286,-0.683952215740599,1,IDH-NPM1-MAPK,DNMT3A-only
IgG1,0.618258645984723,0.349452756174913,1,IDH-NPM1-MAPK,DNMT3A-only
CD56,0.652285906776955,0.55650550556282,1,IDH-NPM1-MAPK,DNMT3A-only
CD64,0.666845257125582,0.048744137272843,1,IDH-NPM1-MAPK,DNMT3A-only
CD8,0.674125603884299,-0.404203942342025,1,IDH-NPM1-MAPK,DNMT3A-only
CD83,0.776298596686627,0.0315792302998963,1,IDH-NPM1-MAPK,DNMT3A-only
HLA-DR,0.850485905750041,0.301137224630317,1,IDH-NPM1-MAPK,DNMT3A-only
CD10,0.861276514271225,-0.00720714824417978,1,IDH-NPM1-MAPK,DNMT3A-only
CD11c,0.91455178085477,0.0890799760740544,1,IDH-NPM1-MAPK,DNMT3A-only
CD138,0.919824026800432,0.115428847333948,1,IDH-NPM1-MAPK,DNMT3A-only
CD34,NA,1.36481980267107,NA,IDH-NPM1-MAPK,DNMT3A-only
CD4,NA,0.0909101521728992,NA,IDH-NPM1-MAPK,DNMT3A-only
CD14,3.91089538309978e-05,-3.83329246094092,0.0017599029223949,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD25,0.000130663298340106,-1.71349227544196,0.00587984842530478,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD62P,0.00115890349446586,3.37133903245776,0.0521506572509639,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD13,0.0353586064747138,-1.16060146255414,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD141,0.0551194179055605,0.958818690350672,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD117,0.0557300760214837,0.899462166921181,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD62L,0.0610785742232775,1.22416462298634,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD163,0.075787847121154,-0.845607220995887,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD123,0.0830932505596761,-1.73124023555688,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD45RO,0.0844380758179982,-0.851438345246148,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD10,0.0957902705361632,0.745207907605758,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD71,0.114306779852567,0.657437357748671,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD33,0.120721098379324,0.388411179814913,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD1c,0.133178677636195,-0.913291469839881,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD2,0.135183015807097,0.908471705234134,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD56,0.137689978788554,1.12981615735071,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD69,0.151388346064716,-1.49758900219198,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD49d,0.168970183863867,0.179580997119615,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD38,0.225770867553483,0.0030234141064529,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
IgG1,0.237952355573334,0.704142074975974,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
HLA-DR,0.24510236492634,-0.631454693396234,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD90,0.343098237884315,0.665330561668656,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD44,0.344527384516406,-0.0784362540372943,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
CD11b,0.413546222381432,-0.407997418545915,1,IDH-NPM1-MAPK,DNMT3A-NPM1-FLT3
